(0,0)	1269169.1
(0,1)	1249966.2
(0,2)	1283451.2
(0,3)	1251747.1
(0,4)	1340976.2
(0,5)	1242909.4
(0,6)	1312570.9
(0,7)	1310308.8
(0,8)	1287424.1
(0,9)	1346986.8
(0,10)	1277771.8
(0,11)	1283952.5
(0,12)	1316925.9
(0,13)	1345683.8
(0,14)	1352160.1
(0,15)	1303359.4
(0,16)	1321691.8
(0,17)	1254070.9
(0,18)	1302234.1
(0,19)	1290808.0
(0,20)	1253615.6
(0,21)	1305608.8
(0,22)	1287031.5
(0,23)	1319832.6
(0,24)	1287113.8
(0,25)	1285617.6
(0,26)	1269997.1
(0,27)	1338822.4
(0,28)	1263612.2
(0,29)	1256383.5
(0,30)	1356068.1
(0,31)	1295499.8
(0,32)	1293480.5
(0,33)	1283514.4
(0,34)	1226616.1
(0,35)	1296058.2
(0,36)	1282577.2
(0,37)	1315711.1
(0,38)	1261986.6
(0,39)	1285334.6
(0,40)	1318993.0
(0,41)	1318109.9
(0,42)	1351694.2
(0,43)	1285424.1
(0,44)	1294452.2
(0,45)	1336966.9
(0,46)	1312520.4
(0,47)	1282595.0
(0,48)	1294543.5
(0,49)	1248130.5
(0,50)	1276087.1
(0,51)	1278348.1
(0,52)	1328959.2
(0,53)	1275838.5
(0,54)	1265258.4
(0,55)	1249470.9
(0,56)	1268954.9
(0,57)	1236979.4
(0,58)	1350895.9
(0,59)	1248934.8
(0,60)	13028644.6
(999,949)	1307333.5
(999,950)	1315505.4
(999,951)	1320918.6
(999,952)	1296645.0
(999,953)	1310082.5
(999,954)	1322463.5
(999,955)	1320359.9
(999,956)	1283519.2
(999,957)	1293554.2
(999,958)	1256927.0
(999,959)	1253527.0
(999,960)	1315423.8
(999,961)	1326309.0
(999,962)	1271729.0
(999,963)	1272195.4
(999,964)	1256059.9
(999,965)	1304631.9
(999,966)	1282740.2
(999,967)	1299271.8
(999,968)	1344052.9
(999,969)	1287378.9
(999,970)	1246520.0
(999,971)	1176379.2
(999,972)	1267686.9
(999,973)	1283588.5
(999,974)	1251690.8
(999,975)	1267309.5
(999,976)	1220830.9
(999,977)	1349370.5
(999,978)	1258421.6
(999,979)	1223551.8
(999,980)	1292816.0
(999,981)	1262648.5
(999,982)	1275115.4
(999,983)	1330970.1
(999,984)	1363240.5
(999,985)	1262314.6
(999,986)	1307494.9
(999,987)	1345708.6
(999,988)	1283165.9
(999,989)	1327476.9
(999,990)	1331608.2
(999,991)	1273881.2
(999,992)	1330642.9
(999,993)	1329646.2
(999,994)	1277655.1
(999,995)	1374889.5
(999,996)	1309420.2
(999,997)	1278830.8
(999,998)	1286897.2
(999,999)	1290235.2
